Entrez Gene ID	Gene Symbol	Gene Name
157956	CDC20P1	cell division cycle 20 homolog (S. cerevisiae) pseudogene 1
56776	FMN2	formin 2
54751	FBLIM1	filamin binding LIM protein 1
100130219	LOC100130219	hypothetical LOC100130219
730211	HSP90AA5P	heat shock protein 90kDa alpha (cytosolic), class A member 5, pseudogene
93109	TMEM44	transmembrane protein 44
100129514	[No Symbol]	[No Name]
100131562	LOC100131562	protein chibby homolog 1-like
100129395	LOC100129395	NS5ATP13TP1
392436	LOC392436	melanoma antigen family B, 4 pseudogene
643806	LOC643806	hypothetical protein LOC643806
22931	RAB18	RAB18, member RAS oncogene family
26508	HEYL	hairy/enhancer-of-split related with YRPW motif-like
23286	WWC1	WW and C2 domain containing 1
80778	ZNF34	zinc finger protein 34
114569	MAL2	mal, T-cell differentiation protein 2 (gene/pseudogene)
10777	ARPP21	cAMP-regulated phosphoprotein, 21kDa
115584	SLC5A11	solute carrier family 5 (sodium/glucose cotransporter), member 11
58157	NGB	neuroglobin
205147	FAM123C	family with sequence similarity 123C
429	ASCL1	achaete-scute complex homolog 1 (Drosophila)
5875	RABGGTA	Rab geranylgeranyltransferase, alpha subunit
391137	RPS15P3	ribosomal protein S15 pseudogene 3
57393	TMEM27	transmembrane protein 27
4331	MNAT1	menage a trois homolog 1, cyclin H assembly factor (Xenopus laevis)
648237	[No Symbol]	[No Name]
10668	CGRRF1	cell growth regulator with ring finger domain 1
9905	SGSM2	small G protein signaling modulator 2
645357	LOC645357	kinesin family member pseudogene
29781	NCAPH2	non-SMC condensin II complex, subunit H2
391073	LOC391073	glyceraldehyde-3-phosphate dehydrogenase pseudogene
55117	SLC6A15	solute carrier family 6 (neutral amino acid transporter), member 15
79646	PANK3	pantothenate kinase 3
151760	LOC151760	hypothetical LOC151760
127687	C1orf122	chromosome 1 open reading frame 122
80336	PABPC1L	poly(A) binding protein, cytoplasmic 1-like
645598	LOC645598	widely interspaced zinc finger motifs pseudogene
22854	NTNG1	netrin G1
6246	RRM2P4	ribonucleotide reductase M2 polypeptide pseudogene 4
55714	ODZ3	odz, odd Oz/ten-m homolog 3 (Drosophila)
51205	ACP6	acid phosphatase 6, lysophosphatidic
100130363	[No Symbol]	[No Name]
100129096	LOC100129096	tropomyosin 1 (alpha) pseudogene
26533	OR10G3	olfactory receptor, family 10, subfamily G, member 3
6506	SLC1A2	solute carrier family 1 (glial high affinity glutamate transporter), member 2
130940	CCDC148	coiled-coil domain containing 148
151126	ZNF385B	zinc finger protein 385B
400706	LOC400706	hypothetical LOC400706
6158	RPL28	ribosomal protein L28
100130664	LOC100130664	cytidine monophosphate (UMP-CMP) kinase 1, cytosolic pseudogene
642938	FAM196A	family with sequence similarity 196, member A
84795	PYROXD2	pyridine nucleotide-disulphide oxidoreductase domain 2
100129271	C1orf68	chromosome 1 open reading frame 68
345258	LOC345258	bridging integrator 2 pseudogene
1357	CPA1	carboxypeptidase A1 (pancreatic)
100132074	FOXO6	forkhead box O6
9741	LAPTM4A	lysosomal protein transmembrane 4 alpha
1811	SLC26A3	solute carrier family 26, member 3
256979	SUN3	Sad1 and UNC84 domain containing 3
646424	SPINK8	serine peptidase inhibitor, Kazal type 8 (putative)
55289	ACOXL	acyl-CoA oxidase-like
79169	C1orf35	chromosome 1 open reading frame 35
387715	ARMS2	age-related maculopathy susceptibility 2
54053	EIF3FP1	eukaryotic translation initiation factor 3, subunit F pseudogene 1
340485	ACER2	alkaline ceramidase 2
645626	LOC645626	coiled-coil domain containing 29-like
199731	CADM4	cell adhesion molecule 4
140886	PABPC5	poly(A) binding protein, cytoplasmic 5
5648	MASP1	mannan-binding lectin serine peptidase 1 (C4/C2 activating component of Ra-reactive factor)
376132	LRRC10	leucine rich repeat containing 10
80303	EFHD1	EF-hand domain family, member D1
730133	[No Symbol]	[No Name]
79838	TMC5	transmembrane channel-like 5
349565	NMNAT3	nicotinamide nucleotide adenylyltransferase 3
284451	ODF3L2	outer dense fiber of sperm tails 3-like 2
4643	MYO1E	myosin IE
27283	TINAG	tubulointerstitial nephritis antigen
30849	PIK3R4	phosphoinositide-3-kinase, regulatory subunit 4
100131886	[No Symbol]	[No Name]
729975	FLJ30403	hypothetical LOC729975
644838	LOC644838	hypothetical LOC644838
27445	PCLO	piccolo (presynaptic cytomatrix protein)
8224	SYN3	synapsin III
100130502	LOC100130502	hypothetical LOC100130502
3338	DNAJC4	DnaJ (Hsp40) homolog, subfamily C, member 4
2921	CXCL3	chemokine (C-X-C motif) ligand 3
140870	WFDC6	WAP four-disulfide core domain 6
646538	RPL7P10	ribosomal protein L7 pseudogene 10
56159	TEX11	testis expressed 11
1111	CHEK1	CHK1 checkpoint homolog (S. pombe)
728523	RPL9P17	ribosomal protein L9 pseudogene 17
8938	BAIAP3	BAI1-associated protein 3
442664	[No Symbol]	[No Name]
1363	CPE	carboxypeptidase E
50636	ANO7	anoctamin 7
57404	CYP20A1	cytochrome P450, family 20, subfamily A, polypeptide 1
340351	AGBL3	ATP/GTP binding protein-like 3
222008	VSTM2A	V-set and transmembrane domain containing 2A
79308	OR4P1P	olfactory receptor, family 4, subfamily P, member 1 pseudogene
1118	CHIT1	chitinase 1 (chitotriosidase)
23600	AMACR	alpha-methylacyl-CoA racemase
1780	DYNC1I1	dynein, cytoplasmic 1, intermediate chain 1
83756	TAS1R3	taste receptor, type 1, member 3
267008	PGBD3P4	piggyBac transposable element derived 3 pseudogene 4
84074	QRICH2	glutamine rich 2
400943	LOC400943	hypothetical LOC400943
57628	DPP10	dipeptidyl-peptidase 10 (non-functional)
122335	PPIAP24	peptidylprolyl isomerase A (cyclophilin A) pseudogene 24
100131676	LOC100131676	clathrin, light chain A pseudogene
100130618	LOC100130618	tetratricopeptide repeat domain 14 pseudogene
8582	OR8B1P	olfactory receptor, family 8, subfamily B, member 1 pseudogene
6193	RPS5	ribosomal protein S5
199920	C1orf168	chromosome 1 open reading frame 168
4297	MLL	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila)
112937	GLB1L3	galactosidase, beta 1-like 3
164237	WFDC13	WAP four-disulfide core domain 13
643865	KRT126P	keratin 126 pseudogene
60437	CDH26	cadherin 26
83447	SLC25A31	solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 31
84966	IGSF21	immunoglobin superfamily, member 21
84447	SYVN1	synovial apoptosis inhibitor 1, synoviolin
442233	SMARCE1P2	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1 pseudogene 2
100130161	LOC100130161	developmental pluripotency associated 4 pseudogene
100132739	[No Symbol]	[No Name]
122592	KRT18P6	keratin 18 pseudogene 6
129807	NEU4	sialidase 4
100128903	NPM1P4	nucleophosmin 1 (nucleolar phosphoprotein B23, numatrin) pseudogene 4
441151	TMEM151B	transmembrane protein 151B
1048	CEACAM5	carcinoembryonic antigen-related cell adhesion molecule 5
114789	SLC25A25	solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 25
9245	GCNT3	glucosaminyl (N-acetyl) transferase 3, mucin type
54840	APTX	aprataxin
79165	LENG1	leukocyte receptor cluster (LRC) member 1
25977	NECAP1	NECAP endocytosis associated 1
644042	SLC25A5P6	solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 5 pseudogene 6
26514	RPL34P1	ribosomal protein L34 pseudogene 1
25859	PART1	prostate androgen-regulated transcript 1 (non-protein coding)
9953	HS3ST3B1	heparan sulfate (glucosamine) 3-O-sulfotransferase 3B1
128609	MRPS16P	mitochondrial ribosomal protein S16 pseudogene
401898	ZNF833P	zinc finger protein 833, pseudogene
55789	DEPDC1B	DEP domain containing 1B
340192	IQCB2P	IQ motif containing B2 pseudogene
360203	GLT6D1	glycosyltransferase 6 domain containing 1
389123	IQCF2	IQ motif containing F2
392862	GRID2IP	glutamate receptor, ionotropic, delta 2 (Grid2) interacting protein
1805	DPT	dermatopontin
414235	C10orf108	chromosome 10 open reading frame 108
285313	IGSF10	immunoglobulin superfamily, member 10
729492	[No Symbol]	[No Name]
285804	LOC285804	hypothetical LOC285804
117155	CATSPER2	cation channel, sperm associated 2
729059	LOC729059	hypothetical LOC729059
54858	PGPEP1	pyroglutamyl-peptidase I
654463	FER1L6	fer-1-like 6 (C. elegans)
51327	AHSP	alpha hemoglobin stabilizing protein
28423	IGHV3-49	immunoglobulin heavy variable 3-49
11129	CLASRP	CLK4-associating serine/arginine rich protein
4817	NIT1	nitrilase 1
100130336	[No Symbol]	[No Name]
8601	RGS20	regulator of G-protein signaling 20
81126	OR4K16P	olfactory receptor, family 4, subfamily K, member 16 pseudogene
85479	DNAJC5B	DnaJ (Hsp40) homolog, subfamily C, member 5 beta
8513	LIPF	lipase, gastric
100130667	[No Symbol]	[No Name]
653	BMP5	bone morphogenetic protein 5
56157	TEX13A	testis expressed 13A
613209	DEFB135	defensin, beta 135
2668	GDNF	glial cell derived neurotrophic factor
1488	CTBP2	C-terminal binding protein 2
100131700	[No Symbol]	[No Name]
5569	PKIA	protein kinase (cAMP-dependent, catalytic) inhibitor alpha
23051	ZHX3	zinc fingers and homeoboxes 3
100132673	RPS2P28	ribosomal protein S2 pseudogene 28
653645	DHX40P1	DEAH (Asp-Glu-Ala-His) box polypeptide 40 pseudogene 1
117248	GALNTL2	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase-like 2
115761	ARL11	ADP-ribosylation factor-like 11
57007	CXCR7	chemokine (C-X-C motif) receptor 7
400682	LOC400682	zinc finger protein 100-like
57585	CRAMP1L	Crm, cramped-like (Drosophila)
100129265	LOC100129265	zinc finger protein 66-like
3786	KCNQ3	potassium voltage-gated channel, KQT-like subfamily, member 3
100128708	[No Symbol]	[No Name]
144448	TSPAN19	tetraspanin 19
55300	PI4K2B	phosphatidylinositol 4-kinase type 2 beta
5270	SERPINE2	serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 2
11216	AKAP10	A kinase (PRKA) anchor protein 10
131405	TRIM71	tripartite motif containing 71
54059	YBEY	ybeY metallopeptidase (putative)
647177	LOC647177	glutathione S-transferase A3-like
29117	BRD7	bromodomain containing 7
259217	HSPA12A	heat shock 70kDa protein 12A
100127986	LOC100127986	cation channel, sperm associated 2 pseudogene
100129335	[No Symbol]	[No Name]
386653	IL31	interleukin 31
391636	LOC391636	uncharacterized protein C9orf78-like
2186	BPTF	bromodomain PHD finger transcription factor
286023	FLJ40288	hypothetical FLJ40288
133688	UGT3A1	UDP glycosyltransferase 3 family, polypeptide A1
388630	LOC388630	UPF0632 protein A
130589	GALM	galactose mutarotase (aldose 1-epimerase)
133	ADM	adrenomedullin
83869	TTTY14	testis-specific transcript, Y-linked 14 (non-protein coding)
100129856	RPL37AP5	ribosomal protein L37a pseudogene 5
3973	LHCGR	luteinizing hormone/choriogonadotropin receptor
728763	LOC728763	rootletin-like
51725	FBXO40	F-box protein 40
386654	OSTF1P1	osteoclast stimulating factor 1 pseudogene 1
339168	TMEM95	transmembrane protein 95
645950	HNRNPA1P1	heterogeneous nuclear ribonucleoprotein A1 pseudogene 1
388795	EFCAB8	EF-hand calcium binding domain 8
100129728	LOC100129728	oligonucleotide/oligosaccharide-binding fold containing 2B pseudogene
5412	UBL3	ubiquitin-like 3
3339	HSPG2	heparan sulfate proteoglycan 2
389599	STRADBP1	STE20-related kinase adaptor beta pseudogene 1
5007	OSBP	oxysterol binding protein
7682	MKRN4P	makorin ring finger protein 4, pseudogene
3757	KCNH2	potassium voltage-gated channel, subfamily H (eag-related), member 2
127833	SYT2	synaptotagmin II
100129723	HMGB1P12	high mobility group box 1 pseudogene 12
8857	FCGBP	Fc fragment of IgG binding protein
22981	NINL	ninein-like
83897	KRTAP3-2	keratin associated protein 3-2
100131956	RPS3P5	ribosomal protein S3 pseudogene 5
259197	NCR3	natural cytotoxicity triggering receptor 3
255101	CCDC108	coiled-coil domain containing 108
390363	LOC390363	chloride intracellular channel 1 pseudogene
85366	MYLK2	myosin light chain kinase 2
22824	HSPA4L	heat shock 70kDa protein 4-like
5409	PNMT	phenylethanolamine N-methyltransferase
7841	MOGS	mannosyl-oligosaccharide glucosidase
644314	MT1IP	metallothionein 1I, pseudogene
3827	KNG1	kininogen 1
121549	ASCL4	achaete-scute complex homolog 4 (Drosophila)
400511	FLJ45256	hypothetical LOC400511
2861	GPR37	G protein-coupled receptor 37 (endothelin receptor type B-like)
347734	SLC35B2	solute carrier family 35, member B2
2853	GPR31	G protein-coupled receptor 31
222537	HS3ST5	heparan sulfate (glucosamine) 3-O-sulfotransferase 5
283677	C15orf60	chromosome 15 open reading frame 60
100132440	[No Symbol]	[No Name]
2880	GPX5	glutathione peroxidase 5 (epididymal androgen-related protein)
80723	TMEM22	transmembrane protein 22
54904	WHSC1L1	Wolf-Hirschhorn syndrome candidate 1-like 1
642337	FTLP17	ferritin, light polypeptide pseudogene 17
5568	PRKACG	protein kinase, cAMP-dependent, catalytic, gamma
2114	ETS2	v-ets erythroblastosis virus E26 oncogene homolog 2 (avian)
25930	PTPN23	protein tyrosine phosphatase, non-receptor type 23
100132849	LOC100132849	ATP synthase, H+ transporting, mitochondrial F1 complex, O subunit pseudogene
100128413	LOC100128413	X-linked inhibitor of apoptosis pseudogene
171221	DNAJB1P1	DnaJ (Hsp40) homolog, subfamily B, member 1 pseudogene 1
93190	C1orf158	chromosome 1 open reading frame 158
5738	PTGFRN	prostaglandin F2 receptor negative regulator
169270	ZNF596	zinc finger protein 596
100129523	[No Symbol]	[No Name]
5354	PLP1	proteolipid protein 1
56934	CA10	carbonic anhydrase X
642496	LOC642496	UDP glucuronosyltransferase 2 family, polypeptide A3 pseudogene
100132179	LOC100132179	solute carrier family 35, member E3 pseudogene
140687	GCNT7	glucosaminyl (N-acetyl) transferase family member 7
441818	WBP11P1	WW domain binding protein 11 pseudogene 1
648532	LOC648532	nuclear receptor binding factor 2 pseudogene
56978	PRDM8	PR domain containing 8
146845	WDR16	WD repeat domain 16
26578	OSTF1	osteoclast stimulating factor 1
400617	FLJ36644	hypothetical LOC400617
91289	LMF2	lipase maturation factor 2
375347	[No Symbol]	[No Name]
55222	LRRC20	leucine rich repeat containing 20
100129153	[No Symbol]	[No Name]
284296	[No Symbol]	[No Name]
100130426	[No Symbol]	[No Name]
646730	LOC646730	hypothetical protein LOC646730
79679	VTCN1	V-set domain containing T cell activation inhibitor 1
346288	SEPT14	septin 14
55839	CENPN	centromere protein N
846	CASR	calcium-sensing receptor
79927	GRRP1	glycine/arginine rich protein 1
23543	RBFOX2	RNA binding protein, fox-1 homolog (C. elegans) 2
81029	WNT5B	wingless-type MMTV integration site family, member 5B
10360	NPM3	nucleophosmin/nucleoplasmin 3
142683	ITLN2	intelectin 2
728148	[No Symbol]	[No Name]
51121	RPL26L1	ribosomal protein L26-like 1
353133	LCE1C	late cornified envelope 1C
80133	C1orf129	chromosome 1 open reading frame 129
154288	C6orf221	chromosome 6 open reading frame 221
284325	C19orf54	chromosome 19 open reading frame 54
23627	PRND	prion protein 2 (dublet)
63978	PRDM14	PR domain containing 14
400508	NCRNA00169	non-protein coding RNA 169
442727	LOC442727	prothymosin alpha pseudogene
126308	MOBKL2A	MOB1, Mps One Binder kinase activator-like 2A (yeast)
54537	FAM35A	family with sequence similarity 35, member A
2898	GRIK2	glutamate receptor, ionotropic, kainate 2
154215	NKAIN2	Na+/K+ transporting ATPase interacting 2
100128434	[No Symbol]	[No Name]
344752	AADACL2	arylacetamide deacetylase-like 2
83873	GPR61	G protein-coupled receptor 61
26005	C2CD3	C2 calcium-dependent domain containing 3
100128355	LOC100128355	similar to hCG1790904
6897	TARS	threonyl-tRNA synthetase
6512	SLC1A7	solute carrier family 1 (glutamate transporter), member 7
83417	FCRL4	Fc receptor-like 4
23284	LPHN3	latrophilin 3
7173	TPO	thyroid peroxidase
117178	SSX2IP	synovial sarcoma, X breakpoint 2 interacting protein
64094	SMOC2	SPARC related modular calcium binding 2
2636	GBX1	gastrulation brain homeobox 1
100133058	[No Symbol]	[No Name]
114879	OSBPL5	oxysterol binding protein-like 5
100131137	BSPH1	binder of sperm protein homolog 1
3773	KCNJ16	potassium inwardly-rectifying channel, subfamily J, member 16
406984	MIR200B	microRNA 200b
125488	TTC39C	tetratricopeptide repeat domain 39C
26154	ABCA12	ATP-binding cassette, sub-family A (ABC1), member 12
90293	KLHL13	kelch-like 13 (Drosophila)
284252	KCTD1	potassium channel tetramerisation domain containing 1
58530	LY6G6D	lymphocyte antigen 6 complex, locus G6D
100129640	LOC100129640	DEAD (Asp-Glu-Ala-Asp) box polypeptide 55 pseudogene
643276	LOC643276	nucleolar complex associated 2 homolog (S. cerevisiae) pseudogene
5232	PGK2	phosphoglycerate kinase 2
392510	YWHAQP8	YWHAQ pseudogene 8
100132358	EEF1A1P34	eukaryotic translation elongation factor 1 alpha 1 pseudogene 34
644154	RPL10AP8	ribosomal protein L10a pseudogene 8
340156	MYLK4	myosin light chain kinase family, member 4
1993	ELAVL2	ELAV (embryonic lethal, abnormal vision, Drosophila)-like 2 (Hu antigen B)
10738	RFPL3	ret finger protein-like 3
134	ADORA1	adenosine A1 receptor
81532	MOB2	Mps one binder kinase activator-like 2
5465	PPARA	peroxisome proliferator-activated receptor alpha
5792	PTPRF	protein tyrosine phosphatase, receptor type, F
730066	VN1R103P	vomeronasal 1 receptor 103 pseudogene
219858	OR8B12	olfactory receptor, family 8, subfamily B, member 12
5455	POU3F3	POU class 3 homeobox 3
83698	CALN1	calneuron 1
731184	LOC731184	zinc finger protein 678-like
112703	FAM71E1	family with sequence similarity 71, member E1
54795	TRPM4	transient receptor potential cation channel, subfamily M, member 4
3859	KRT12	keratin 12
730008	[No Symbol]	[No Name]
6445	SGCG	sarcoglycan, gamma (35kDa dystrophin-associated glycoprotein)
129522	LOC129522	ralA binding protein 1 pseudogene
222865	TMEM130	transmembrane protein 130
100131874	CFL1P3	cofilin 1 (non-muscle) pseudogene 3
91748	C14orf43	chromosome 14 open reading frame 43
94160	ABCC12	ATP-binding cassette, sub-family C (CFTR/MRP), member 12
54810	GIPC2	GIPC PDZ domain containing family, member 2
221409	SPATS1	spermatogenesis associated, serine-rich 1
256710	GLIPR1L1	GLI pathogenesis-related 1 like 1
285315	C3orf33	chromosome 3 open reading frame 33
57687	VAT1L	vesicle amine transport protein 1 homolog (T. californica)-like
389197	C4orf50	chromosome 4 open reading frame 50
100133261	LOC100133261	cysteine and histidine-rich domain (CHORD)-containing 1 pseudogene
100132473	[No Symbol]	[No Name]
840	CASP7	caspase 7, apoptosis-related cysteine peptidase
642946	NCRNA00292	non-protein coding RNA 292
54894	RNF43	ring finger protein 43
100129725	LOC100129725	PERP, TP53 apoptosis effector pseudogene
645145	ZBED1P	zinc finger, BED-type containing 1 pseudogene
441904	LOC441904	autoantigen La-like
8707	B3GALT2	UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 2
143162	FRMPD2	FERM and PDZ domain containing 2
643714	LOC643714	hypothetical LOC643714
1410	CRYAB	crystallin, alpha B
10290	SPEG	SPEG complex locus
729643	[No Symbol]	[No Name]
400451	FAM174B	family with sequence similarity 174, member B
54566	EPB41L4B	erythrocyte membrane protein band 4.1 like 4B
5106	PCK2	phosphoenolpyruvate carboxykinase 2 (mitochondrial)
642489	FKBP1C	FK506 binding protein 1C
8614	STC2	stanniocalcin 2
4867	NPHP1	nephronophthisis 1 (juvenile)
1956	EGFR	epidermal growth factor receptor
161	AP2A2	adaptor-related protein complex 2, alpha 2 subunit
100130816	[No Symbol]	[No Name]
28365	IGHVII-46-1	immunoglobulin heavy variable (II)-46-1 (pseudogene)
64771	C6orf106	chromosome 6 open reading frame 106
728573	LOC728573	hypothetical protein LOC728573
2492	FSHR	follicle stimulating hormone receptor
340460	KRT18P24	keratin 18 pseudogene 24
339483	MTMR9LP	myotubularin related protein 9-like, pseudogene
22994	AZI1	5-azacytidine induced 1
84624	FNDC1	fibronectin type III domain containing 1
645687	C14orf34	chromosome 14 open reading frame 34
57521	RPTOR	regulatory associated protein of MTOR, complex 1
392399	LCN9	lipocalin 9
153478	PLEKHG4B	pleckstrin homology domain containing, family G (with RhoGef domain) member 4B
3898	LAD1	ladinin 1
729050	KRT18P29	keratin 18 pseudogene 29
400750	LOC400750	heat shock 70kDa protein 5 (glucose-regulated protein, 78kDa) pseudogene
64180	DPEP3	dipeptidase 3
3235	HOXD9	homeobox D9
5935	RBM3	RNA binding motif (RNP1, RRM) protein 3
83538	TTC25	tetratricopeptide repeat domain 25
100129126	LOC100129126	hypothetical LOC100129126
163059	ZNF433	zinc finger protein 433
8174	MADCAM1	mucosal vascular addressin cell adhesion molecule 1
730272	[No Symbol]	[No Name]
284525	SLC9A11	solute carrier family 9, member 11
392145	LOC392145	exosome component 6 pseudogene
10758	TRAF3IP2	TRAF3 interacting protein 2
645638	LOC645638	WDNM1-like pseudogene
85455	DISP2	dispatched homolog 2 (Drosophila)
7451	VWFP1	von Willebrand factor pseudogene 1
100132328	[No Symbol]	[No Name]
100128272	[No Symbol]	[No Name]
80114	BICC1	bicaudal C homolog 1 (Drosophila)
57484	RNF150	ring finger protein 150
29114	TAGLN3	transgelin 3
100129053	LOC100129053	lysine (K)-specific demethylase 4D-like pseudogene
644651	HMGB1P25	high mobility group box 1 pseudogene 25
866	SERPINA6	serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 6
4738	NEDD8	neural precursor cell expressed, developmentally down-regulated 8
29124	LGALS13	lectin, galactoside-binding, soluble, 13
9462	RASAL2	RAS protein activator like 2
135886	WBSCR28	Williams-Beuren syndrome chromosome region 28
5368	PNOC	prepronociceptin
121014	LOC121014	HSA12cenp11 beta-tubulin 4Q (TUBB4Q) pseudogene
285877	POM121L12	POM121 membrane glycoprotein-like 12
773	CACNA1A	calcium channel, voltage-dependent, P/Q type, alpha 1A subunit
100130564	SEPT7P7	septin 7 pseudogene 7
286075	ZNF707	zinc finger protein 707
728450	C20orf61	chromosome 20 open reading frame 61
2011	MARK2	MAP/microtubule affinity-regulating kinase 2
731940	[No Symbol]	[No Name]
387694	SH2D4B	SH2 domain containing 4B
100130405	HMGB3P26	high mobility group box 3 pseudogene 26
644451	LOC644451	SHQ1 homolog (S. cerevisiae) pseudogene
57805	KIAA1967	KIAA1967
132160	PPM1M	protein phosphatase, Mg2+/Mn2+ dependent, 1M
286362	OR13C9	olfactory receptor, family 13, subfamily C, member 9
391847	[No Symbol]	[No Name]
3375	IAPP	islet amyloid polypeptide
100128044	HNRNPA1P11	heterogeneous nuclear ribonucleoprotein A1 pseudogene 11
729894	ELMO2P1	engulfment and cell motility 2 pseudogene 1
387826	[No Symbol]	[No Name]
84726	PRRC2B	proline-rich coiled-coil 2B
3848	KRT1	keratin 1
100130545	[No Symbol]	[No Name]
57758	SCUBE2	signal peptide, CUB domain, EGF-like 2
644743	LOC644743	keratin 8 pseudogene
389328	[No Symbol]	[No Name]
89781	HPS4	Hermansky-Pudlak syndrome 4
283298	OLFML1	olfactomedin-like 1
151534	LOC151534	hypothetical LOC151534
29103	DNAJC15	DnaJ (Hsp40) homolog, subfamily C, member 15
23024	PDZRN3	PDZ domain containing ring finger 3
1621	DBH	dopamine beta-hydroxylase (dopamine beta-monooxygenase)
100131484	[No Symbol]	[No Name]
4589	MUC7	mucin 7, secreted
283711	LOC283711	ubiquitin-conjugating enzyme E2C pseudogene
100132548	[No Symbol]	[No Name]
100128016	WHSC1L2P	Wolf-Hirschhorn syndrome candidate 1-like 2, pseudogene
100133095	[No Symbol]	[No Name]
54860	MS4A12	membrane-spanning 4-domains, subfamily A, member 12
60484	HAPLN2	hyaluronan and proteoglycan link protein 2
123099	DEGS2	degenerative spermatocyte homolog 2, lipid desaturase (Drosophila)
5116	PCNT	pericentrin
81551	STMN4	stathmin-like 4
100129919	HMGB1P45	high mobility group box 1 pseudogene 45
29943	PADI1	peptidyl arginine deiminase, type I
27287	VENTX	VENT homeobox
100131157	[No Symbol]	[No Name]
399671	HEATR4	HEAT repeat containing 4
10864	SLC22A7	solute carrier family 22 (organic anion transporter), member 7
140686	WFDC3	WAP four-disulfide core domain 3
1160	CKMT2	creatine kinase, mitochondrial 2 (sarcomeric)
132946	ARL9	ADP-ribosylation factor-like 9
100130623	[No Symbol]	[No Name]
401242	LOC401242	hypothetical LOC401242
388931	MFSD2B	major facilitator superfamily domain containing 2B
439915	KRTAP5-5	keratin associated protein 5-5
4097	MAFG	v-maf musculoaponeurotic fibrosarcoma oncogene homolog G (avian)
644604	EEF1A1P12	eukaryotic translation elongation factor 1 alpha 1 pseudogene 12
100133109	[No Symbol]	[No Name]
392225	LOC392225	phosducin-like 3 pseudogene
139067	SPANXN3	SPANX family, member N3
100130001	LOC100130001	small nuclear ribonucleoprotein polypeptide B'' pseudogene
80019	UBTD1	ubiquitin domain containing 1
100126524	TRNAR-UCG	transfer RNA arginine (anticodon UCG)
671	BPI	bactericidal/permeability-increasing protein
158248	TTC16	tetratricopeptide repeat domain 16
22874	PLEKHA6	pleckstrin homology domain containing, family A member 6
55315	SLC29A3	solute carrier family 29 (nucleoside transporters), member 3
83953	FCAMR	Fc receptor, IgA, IgM, high affinity
91522	COL23A1	collagen, type XXIII, alpha 1
8382	NME5	non-metastatic cells 5, protein expressed in (nucleoside-diphosphate kinase)
203102	ADAM32	ADAM metallopeptidase domain 32
130951	C2orf65	chromosome 2 open reading frame 65
3269	HRH1	histamine receptor H1
729330	OC90	otoconin 90
1501	CTNND2	catenin (cadherin-associated protein), delta 2 (neural plakophilin-related arm-repeat protein)
56158	TEX12	testis expressed 12
730078	[No Symbol]	[No Name]
57156	TMEM63C	transmembrane protein 63C
1002	CDH4	cadherin 4, type 1, R-cadherin (retinal)
26524	LATS2	LATS, large tumor suppressor, homolog 2 (Drosophila)
8532	CPZ	carboxypeptidase Z
401190	RGS7BP	regulator of G-protein signaling 7 binding protein
6209	RPS15	ribosomal protein S15
100129052	LOC100129052	N(alpha)-acetyltransferase 40, NatD catalytic subunit, homolog (S. cerevisiae) pseudogene
343515	ATP6V1E1P1	ATPase, H+ transporting, lysosomal 31kDa, V1 subunit E1 pseudogene 1
57537	SORCS2	sortilin-related VPS10 domain containing receptor 2
121273	C12orf54	chromosome 12 open reading frame 54
118924	FRA10AC1	fragile site, folic acid type, rare, fra(10)(q23.3) or fra(10)(q24.2) candidate 1
285382	C3orf70	chromosome 3 open reading frame 70
100130448	LOC100130448	MRS2 magnesium homeostasis factor homolog (S. cerevisiae) pseudogene
474343	SPIN2B	spindlin family, member 2B
346157	ZNF391	zinc finger protein 391
646871	[No Symbol]	[No Name]
56957	OTUD7B	OTU domain containing 7B
8140	SLC7A5	solute carrier family 7 (cationic amino acid transporter, y+ system), member 5
643253	CCT6P1	chaperonin containing TCP1, subunit 6 (zeta) pseudogene 1
9175	MAP3K13	mitogen-activated protein kinase kinase kinase 13
1791	DNTT	deoxynucleotidyltransferase, terminal
642554	LOC642554	leucine rich repeat containing 59 pseudogene
1179	CLCA1	chloride channel accessory 1
400624	FLJ45079	FLJ45079 protein
100128581	[No Symbol]	[No Name]
50619	DEF6	differentially expressed in FDCP 6 homolog (mouse)
100126531	TRNAG-GCC	transfer RNA glycine (anticodon GCC)
3984	LIMK1	LIM domain kinase 1
23585	TMEM50A	transmembrane protein 50A
100131455	[No Symbol]	[No Name]
285759	FLJ34503	hypothetical FLJ34503
57449	PLEKHG5	pleckstrin homology domain containing, family G (with RhoGef domain) member 5
2274	FHL2	four and a half LIM domains 2
56156	TEX13B	testis expressed 13B
55362	TMEM63B	transmembrane protein 63B
441768	LOC441768	RAB31, member RAS oncogene family pseudogene
5306	PITPNA	phosphatidylinositol transfer protein, alpha
81037	CLPTM1L	CLPTM1-like
