Entrez Gene ID	Gene Symbol	Gene Name
23414	ZFPM2	zinc finger protein, multitype 2
3737	KCNA2	potassium voltage-gated channel, shaker-related subfamily, member 2
6422	SFRP1	secreted frizzled-related protein 1
54492	NEURL1B	neuralized homolog 1B (Drosophila)
29998	GLTSCR1	glioma tumor suppressor candidate region gene 1
10858	CYP46A1	cytochrome P450, family 46, subfamily A, polypeptide 1
402643	TPM3P4	tropomyosin 3 pseudogene 4
84957	RELT	RELT tumor necrosis factor receptor
344371	SLC25A5P2	solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 5 pseudogene 2
9413	FAM189A2	family with sequence similarity 189, member A2
2046	EPHA8	EPH receptor A8
51738	GHRL	ghrelin/obestatin prepropeptide
5396	PRRX1	paired related homeobox 1
100127962	LOC100127962	family with sequence similarity 190, member B pseudogene
344462	KRT18P39	keratin 18 pseudogene 39
846	CASR	calcium-sensing receptor
346524	OR2Q1P	olfactory receptor, family 2, subfamily Q, member 1 pseudogene
1149	CIDEA	cell death-inducing DFFA-like effector a
23255	CCDC165	coiled-coil domain containing 165
158506	ZNF645	zinc finger protein 645
4217	MAP3K5	mitogen-activated protein kinase kinase kinase 5
4968	OGG1	8-oxoguanine DNA glycosylase
23600	AMACR	alpha-methylacyl-CoA racemase
8651	SOCS1	suppressor of cytokine signaling 1
392443	[No Symbol]	[No Name]
5224	PGAM2	phosphoglycerate mutase 2 (muscle)
165082	GPR113	G protein-coupled receptor 113
55289	ACOXL	acyl-CoA oxidase-like
83445	GSG1	germ cell associated 1
326590	SSXP7	SSX family pseudogene 7
9819	TSC22D2	TSC22 domain family, member 2
653924	LOC653924	glycerol-3-phosphate acyltransferase 2, mitochondrial pseudogene
5294	PIK3CG	phosphoinositide-3-kinase, catalytic, gamma polypeptide
202559	KHDRBS2	KH domain containing, RNA binding, signal transduction associated 2
644661	LOC644661	importin subunit alpha-2-like
441893	GAPDHP29	glyceraldehyde 3 phosphate dehydrogenase pseudogene 29
5586	PKN2	protein kinase N2
121549	ASCL4	achaete-scute complex homolog 4 (Drosophila)
401975	RPS3AP10	ribosomal protein S3a pseudogene 10
6336	SCN10A	sodium channel, voltage-gated, type X, alpha subunit
9635	CLCA2	chloride channel accessory 2
3617	IMPG1	interphotoreceptor matrix proteoglycan 1
115584	SLC5A11	solute carrier family 5 (sodium/glucose cotransporter), member 11
115209	OMA1	OMA1 homolog, zinc metallopeptidase (S. cerevisiae)
55355	HJURP	Holliday junction recognition protein
2271	FH	fumarate hydratase
51108	METTL9	methyltransferase like 9
4159	MC3R	melanocortin 3 receptor
23397	NCAPH	non-SMC condensin I complex, subunit H
54967	CXorf48	chromosome X open reading frame 48
375298	CERKL	ceramide kinase-like
644651	HMGB1P25	high mobility group box 1 pseudogene 25
392262	RPSAP48	ribosomal protein SA pseudogene 48
147381	CBLN2	cerebellin 2 precursor
11278	KLF12	Kruppel-like factor 12
388813	LOC388813	uncharacterized protein ENSP00000383407-like
401036	ASB18	ankyrin repeat and SOCS box containing 18
89870	TRIM15	tripartite motif containing 15
284366	KLK9	kallikrein-related peptidase 9
57514	ARHGAP31	Rho GTPase activating protein 31
93109	TMEM44	transmembrane protein 44
7417	VDAC2	voltage-dependent anion channel 2
54661	PCDHB17	protocadherin beta 17 pseudogene
254048	UBN2	ubinuclein 2
285634	LOC285634	integrator complex subunit 6 pseudogene
84560	MT4	metallothionein 4
9375	TM9SF2	transmembrane 9 superfamily member 2
389180	5-HT3C2	5-HT3c2 serotonin receptor-like protein pseudogene
27252	KLHL20	kelch-like 20 (Drosophila)
155061	ZNF746	zinc finger protein 746
7873	MANF	mesencephalic astrocyte-derived neurotrophic factor
390937	LOC390937	Ets2 repressor factor-like
6563	SLC14A1	solute carrier family 14 (urea transporter), member 1 (Kidd blood group)
131368	ZPLD1	zona pellucida-like domain containing 1
3232	HOXD3	homeobox D3
79026	AHNAK	AHNAK nucleoprotein
79065	ATG9A	ATG9 autophagy related 9 homolog A (S. cerevisiae)
389765	LOC389765	kinesin family member 27 pseudogene
129642	MBOAT2	membrane bound O-acyltransferase domain containing 2
56158	TEX12	testis expressed 12
644739	WASF4P	WAS protein family, member 4, pseudogene
728947	LOC728947	zinc finger protein 680 pseudogene
4353	MPO	myeloperoxidase
286102	TMED10P1	transmembrane emp24-like trafficking protein 10 (yeast) pseudogene 1
728148	[No Symbol]	[No Name]
390649	OR4F15	olfactory receptor, family 4, subfamily F, member 15
1187	CLCNKA	chloride channel Ka
134	ADORA1	adenosine A1 receptor
729696	LOC729696	hypothetical protein LOC729696
340390	KIAA1875	KIAA1875
51725	FBXO40	F-box protein 40
10620	ARID3B	AT rich interactive domain 3B (BRIGHT-like)
2880	GPX5	glutathione peroxidase 5 (epididymal androgen-related protein)
132724	TMPRSS11B	transmembrane protease, serine 11B
79345	OR51B2	olfactory receptor, family 51, subfamily B, member 2
391112	OR6Y1	olfactory receptor, family 6, subfamily Y, member 1
100132953	[No Symbol]	[No Name]
6490	PMEL	premelanosome protein
9628	RGS6	regulator of G-protein signaling 6
1829	DSG2	desmoglein 2
27044	SND1	staphylococcal nuclease and tudor domain containing 1
3551	IKBKB	inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase beta
84708	LNX1	ligand of numb-protein X 1
11040	PIM2	pim-2 oncogene
55362	TMEM63B	transmembrane protein 63B
287	ANK2	ankyrin 2, neuronal
84659	RNASE7	ribonuclease, RNase A family, 7
25823	TPSG1	tryptase gamma 1
55217	TMLHE	trimethyllysine hydroxylase, epsilon
1244	ABCC2	ATP-binding cassette, sub-family C (CFTR/MRP), member 2
387837	CLEC12B	C-type lectin domain family 12, member B
23604	DAPK2	death-associated protein kinase 2
345258	LOC345258	bridging integrator 2 pseudogene
249	ALPL	alkaline phosphatase, liver/bone/kidney
56995	TULP4	tubby like protein 4
55349	CHDH	choline dehydrogenase
100130943	[No Symbol]	[No Name]
89866	SEC16B	SEC16 homolog B (S. cerevisiae)
730512	[No Symbol]	[No Name]
100128822	LOC100128822	hypothetical LOC100128822
246135	TAF9BP1	TAF9B RNA polymerase II, TATA box binding protein (TBP)-associated factor, 31kDa pseudogene 1
200844	C3orf67	chromosome 3 open reading frame 67
149473	CCDC24	coiled-coil domain containing 24
100131236	PCBP2P3	poly(rC) binding protein 2 pseudogene 3
23647	ARFIP2	ADP-ribosylation factor interacting protein 2
26108	PYGO1	pygopus homolog 1 (Drosophila)
643965	TMEM88B	transmembrane protein 88B
127294	MYOM3	myomesin family, member 3
407023	MIR299	microRNA 299
399881	LOC399881	heterogeneous nuclear ribonucleoprotein K pseudogene
100131441	LOC100131441	coiled-coil domain containing 65 pseudogene
154197	PNLDC1	poly(A)-specific ribonuclease (PARN)-like domain containing 1
100128914	LOC100128914	hypothetical LOC100128914
92235	DUSP27	dual specificity phosphatase 27 (putative)
3651	PDX1	pancreatic and duodenal homeobox 1
646730	LOC646730	hypothetical protein LOC646730
100131193	LOC100131193	hypothetical LOC100131193
9159	PCSK7	proprotein convertase subtilisin/kexin type 7
112817	HOGA1	4-hydroxy-2-oxoglutarate aldolase 1
11082	ESM1	endothelial cell-specific molecule 1
6996	TDG	thymine-DNA glycosylase
5949	RBP3	retinol binding protein 3, interstitial
169841	ZNF169	zinc finger protein 169
391472	LOC391472	bicaudal D homolog 1 (Drosophila) pseudogene
57521	RPTOR	regulatory associated protein of MTOR, complex 1
10231	RCAN2	regulator of calcineurin 2
1264	CNN1	calponin 1, basic, smooth muscle
2798	GNRHR	gonadotropin-releasing hormone receptor
8613	PPAP2B	phosphatidic acid phosphatase type 2B
55068	ENOX1	ecto-NOX disulfide-thiol exchanger 1
388948	LOC388948	hypothetical LOC388948
54016	TUBAP	tubulin, alpha pseudogene
80206	FHOD3	formin homology 2 domain containing 3
1501	CTNND2	catenin (cadherin-associated protein), delta 2 (neural plakophilin-related arm-repeat protein)
220786	CDK7PS	cyclin-dependent kinase 7 pseudogene
100129517	RPL26P23	ribosomal protein L26 pseudogene 23
222068	TMED4	transmembrane emp24 protein transport domain containing 4
1979	EIF4EBP2	eukaryotic translation initiation factor 4E binding protein 2
91942	NDUFAF2	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, assembly factor 2
2358	FPR2	formyl peptide receptor 2
1890	TYMP	thymidine phosphorylase
91748	C14orf43	chromosome 14 open reading frame 43
8864	PER2	period homolog 2 (Drosophila)
4908	NTF3	neurotrophin 3
64284	RAB17	RAB17, member RAS oncogene family
4486	MST1R	macrophage stimulating 1 receptor (c-met-related tyrosine kinase)
158401	C9orf84	chromosome 9 open reading frame 84
374470	C12orf42	chromosome 12 open reading frame 42
128822	CST9	cystatin 9 (testatin)
116113	FOXP4	forkhead box P4
146439	CCDC64B	coiled-coil domain containing 64B
100130123	[No Symbol]	[No Name]
26701	OR2N1P	olfactory receptor, family 2, subfamily N, member 1 pseudogene
115019	SLC26A9	solute carrier family 26, member 9
2206	MS4A2	membrane-spanning 4-domains, subfamily A, member 2 (Fc fragment of IgE, high affinity I, receptor for; beta polypeptide)
390403	LOC390403	chromosome 9 open reading frame 6 pseudogene
441151	TMEM151B	transmembrane protein 151B
100132796	LOC100132796	MKI67 (FHA domain) interacting nucleolar phosphoprotein pseudogene
79258	MMEL1	membrane metallo-endopeptidase-like 1
7410	VAV2	vav 2 guanine nucleotide exchange factor
8587	OR7E2P	olfactory receptor, family 7, subfamily E, member 2 pseudogene
4436	MSH2	mutS homolog 2, colon cancer, nonpolyposis type 1 (E. coli)
7142	TNP2	transition protein 2 (during histone to protamine replacement)
400796	[No Symbol]	[No Name]
392456	LOC392456	catenin, beta like 1 pseudogene
81340	OR10Y1P	olfactory receptor, family 10, subfamily Y, member 1 pseudogene
285513	GPRIN3	GPRIN family member 3
26211	OR2F1	olfactory receptor, family 2, subfamily F, member 1
728376	LOC728376	zinc finger protein pseudogene
84690	SPATA22	spermatogenesis associated 22
133150	SULT1D1P	sulfotransferase family, cytosolic, 1D, member 1, pseudogene
23504	RIMBP2	RIMS binding protein 2
10905	MAN1A2	mannosidase, alpha, class 1A, member 2
100128988	LOC100128988	hypothetical LOC100128988
349391	CYCSP44	cytochrome c, somatic pseudogene 44
389144	OR7E130P	olfactory receptor, family 7, subfamily E, member 130 pseudogene
54715	RBFOX1	RNA binding protein, fox-1 homolog (C. elegans) 1
339168	TMEM95	transmembrane protein 95
55786	ZNF415	zinc finger protein 415
642006	LOC642006	glucuronidase, beta pseudogene
55161	TMEM33	transmembrane protein 33
339906	PRSS42	protease, serine, 42
386690	OFD1P6Y	OFD1 pseudogene 6, Y-linked
2649	NR6A1	nuclear receptor subfamily 6, group A, member 1
26507	CNNM1	cyclin M1
4017	LOXL2	lysyl oxidase-like 2
114787	GPRIN1	G protein regulated inducer of neurite outgrowth 1
577	BAI3	brain-specific angiogenesis inhibitor 3
84722	PSRC1	proline/serine-rich coiled-coil 1
51809	GALNT7	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 7 (GalNAc-T7)
390101	LOC390101	mas-related G-protein coupled receptor member X3-like
6517	SLC2A4	solute carrier family 2 (facilitated glucose transporter), member 4
342184	FMN1	formin 1
58157	NGB	neuroglobin
2705	GJB1	gap junction protein, beta 1, 32kDa
729	C6	complement component 6
145447	ABHD12B	abhydrolase domain containing 12B
8787	RGS9	regulator of G-protein signaling 9
100130336	[No Symbol]	[No Name]
79698	ZMAT4	zinc finger, matrin-type 4
10447	FAM3C	family with sequence similarity 3, member C
85479	DNAJC5B	DnaJ (Hsp40) homolog, subfamily C, member 5 beta
5607	MAP2K5	mitogen-activated protein kinase kinase 5
100130490	LOC100130490	tumor protein p63 regulated 1-like pseudogene
100133169	[No Symbol]	[No Name]
5194	PEX13	peroxisomal biogenesis factor 13
284422	C19orf77	chromosome 19 open reading frame 77
71	ACTG1	actin, gamma 1
7399	USH2A	Usher syndrome 2A (autosomal recessive, mild)
2852	GPER	G protein-coupled estrogen receptor 1
197003	MGC15885	hypothetical protein MGC15885
643884	LOC643884	suppressor of cytokine signaling 5 pseudogene
64844	MARCH7	membrane-associated ring finger (C3HC4) 7
6323	SCN1A	sodium channel, voltage-gated, type I, alpha subunit
1138	CHRNA5	cholinergic receptor, nicotinic, alpha 5
642741	RPL3P7	ribosomal protein L3 pseudogene 7
118491	TTC18	tetratricopeptide repeat domain 18
100129090	RPS5P4	ribosomal protein S5 pseudogene 4
408029	C2orf27B	chromosome 2 open reading frame 27B
6581	SLC22A3	solute carrier family 22 (extraneuronal monoamine transporter), member 3
641367	LOC641367	cyclin Y-like pseudogene
145200	NCRNA00239	non-protein coding RNA 239
389123	IQCF2	IQ motif containing F2
283193	OR5AZ1P	olfactory receptor, family 5, subfamily AZ, member 1 pseudogene
1400	CRMP1	collapsin response mediator protein 1
375612	LHFPL3	lipoma HMGIC fusion partner-like 3
9312	KCNB2	potassium voltage-gated channel, Shab-related subfamily, member 2
57707	KIAA1609	KIAA1609
2547	XRCC6	X-ray repair complementing defective repair in Chinese hamster cells 6
138240	C9orf57	chromosome 9 open reading frame 57
130700	PSMB3P2	proteasome (prosome, macropain) subunit, beta type, 3 pseudogene 2
23478	SEC11A	SEC11 homolog A (S. cerevisiae)
124152	IQCK	IQ motif containing K
100129130	LOC100129130	THO complex 4 pseudogene
645687	C14orf34	chromosome 14 open reading frame 34
26973	CHORDC1	cysteine and histidine-rich domain (CHORD) containing 1
646480	FABP9	fatty acid binding protein 9, testis
390894	OR7A2P	olfactory receptor, family 7, subfamily A, member 2 pseudogene
7419	VDAC3	voltage-dependent anion channel 3
440419	LOC440419	TBC1 domain family, member 3H pseudogene
11083	DIDO1	death inducer-obliterator 1
57545	CC2D2A	coiled-coil and C2 domain containing 2A
57217	TTC7A	tetratricopeptide repeat domain 7A
55869	HDAC8	histone deacetylase 8
1281	COL3A1	collagen, type III, alpha 1
79961	DENND2D	DENN/MADD domain containing 2D
57491	AHRR	aryl-hydrocarbon receptor repressor
79908	BTNL8	butyrophilin-like 8
6238	RRBP1	ribosome binding protein 1 homolog 180kDa (dog)
100129936	LOC100129936	hypothetical LOC100129936
10647	SCGB1D2	secretoglobin, family 1D, member 2
1180	CLCN1	chloride channel 1, skeletal muscle
255239	ANKK1	ankyrin repeat and kinase domain containing 1
151534	LOC151534	hypothetical LOC151534
219771	CCNY	cyclin Y
729545	LOC729545	WBSCR19-like protein 5-like
401646	LOC401646	guanine nucleotide-binding protein G(i) subunit alpha-2-like
128344	C1orf88	chromosome 1 open reading frame 88
57449	PLEKHG5	pleckstrin homology domain containing, family G (with RhoGef domain) member 5
135112	NCOA7	nuclear receptor coactivator 7
7851	MALL	mal, T-cell differentiation protein-like
2695	GIP	gastric inhibitory polypeptide
124871	FLJ40194	hypothetical FLJ40194
54751	FBLIM1	filamin binding LIM protein 1
92345	NAF1	nuclear assembly factor 1 homolog (S. cerevisiae)
100130373	LOC100130373	hypothetical LOC100130373
4826	NNAT	neuronatin
79827	CLMP	CXADR-like membrane protein
7784	ZP3	zona pellucida glycoprotein 3 (sperm receptor)
79315	OR7E91P	olfactory receptor, family 7, subfamily E, member 91 pseudogene
91653	BOC	Boc homolog (mouse)
4301	MLLT4	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 4
205272	CNN2P8	calponin 2 pseudogene 8
390988	[No Symbol]	[No Name]
118812	MORN4	MORN repeat containing 4
25875	LETMD1	LETM1 domain containing 1
647123	UQCRFS1P2	ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1 pseudogene 2
10113	PREB	prolactin regulatory element binding
55698	RADIL	Ras association and DIL domains
27075	TSPAN13	tetraspanin 13
26245	OR2M4	olfactory receptor, family 2, subfamily M, member 4
10379	IRF9	interferon regulatory factor 9
8694	DGAT1	diacylglycerol O-acyltransferase 1
100132621	LOC100132621	family with sequence similarity 54, member A pseudogene
5105	PCK1	phosphoenolpyruvate carboxykinase 1 (soluble)
441054	C4orf47	chromosome 4 open reading frame 47
441907	LOC441907	ribosomal protein L6 pseudogene
5225	PGC	progastricsin (pepsinogen C)
139189	DGKK	diacylglycerol kinase, kappa
59269	HIVEP3	human immunodeficiency virus type I enhancer binding protein 3
643031	LOC643031	mitochondrially encoded NADH dehydrogenase 5 pseudogene
8418	CMAHP	cytidine monophospho-N-acetylneuraminic acid hydroxylase, pseudogene
83878	USHBP1	Usher syndrome 1C binding protein 1
49860	CRNN	cornulin
240	ALOX5	arachidonate 5-lipoxygenase
353006	HCG2P6	HLA complex group 2 pseudogene 6
79930	DOK3	docking protein 3
728191	[No Symbol]	[No Name]
57477	SHROOM4	shroom family member 4
100128588	LOC100128588	PIN2/TERF1 interacting, telomerase inhibitor 1 pseudogene
55117	SLC6A15	solute carrier family 6 (neutral amino acid transporter), member 15
79925	SPEF2	sperm flagellar 2
774	CACNA1B	calcium channel, voltage-dependent, N type, alpha 1B subunit
401260	FLJ41649	hypothetical LOC401260
149233	IL23R	interleukin 23 receptor
27089	UQCRQ	ubiquinol-cytochrome c reductase, complex III subunit VII, 9.5kDa
494143	CHAC2	ChaC, cation transport regulator homolog 2 (E. coli)
4323	MMP14	matrix metallopeptidase 14 (membrane-inserted)
400943	LOC400943	hypothetical LOC400943
55222	LRRC20	leucine rich repeat containing 20
79805	VASH2	vasohibin 2
6770	STAR	steroidogenic acute regulatory protein
729650	METTL15P3	methyltransferase like 15 pseudogene 3
4072	EPCAM	epithelial cell adhesion molecule
85349	KRT121P	keratin 121 pseudogene
158809	MAGEB6	melanoma antigen family B, 6
100133311	LOC100133311	hypothetical LOC100133311
100128051	[No Symbol]	[No Name]
9547	CXCL14	chemokine (C-X-C motif) ligand 14
84517	ARPM1	actin related protein M1
53842	CLDN22	claudin 22
5697	PYY	peptide YY
553	AVPR1B	arginine vasopressin receptor 1B
100133208	[No Symbol]	[No Name]
100128546	LOC100128546	glutaredoxin 5 pseudogene
214	ALCAM	activated leukocyte cell adhesion molecule
100128987	LOC100128987	hypothetical LOC100128987
55259	CASC1	cancer susceptibility candidate 1
114786	XKR4	XK, Kell blood group complex subunit-related family, member 4
9206	RAD17P2	RAD17 homolog (S. pombe) pseudogene 2
643911	CRNDE	colorectal neoplasia differentially expressed (non-protein coding)
90203	SNX21	sorting nexin family member 21
10181	RBM5	RNA binding motif protein 5
84279	PRADC1	protease-associated domain containing 1
8993	PGLYRP1	peptidoglycan recognition protein 1
26740	OR1J2	olfactory receptor, family 1, subfamily J, member 2
83873	GPR61	G protein-coupled receptor 61
729894	ELMO2P1	engulfment and cell motility 2 pseudogene 1
5205	ATP8B1	ATPase, aminophospholipid transporter, class I, type 8B, member 1
54700	RRN3	RRN3 RNA polymerase I transcription factor homolog (S. cerevisiae)
5730	PTGDS	prostaglandin D2 synthase 21kDa (brain)
9846	GAB2	GRB2-associated binding protein 2
147872	CCDC155	coiled-coil domain containing 155
1282	COL4A1	collagen, type IV, alpha 1
79838	TMC5	transmembrane channel-like 5
4327	MMP19	matrix metallopeptidase 19
728250	[No Symbol]	[No Name]
401021	LOC401021	hypothetical LOC401021
375061	FAM89A	family with sequence similarity 89, member A
400026	LOC400026	protein-kinase, interferon-inducible double stranded RNA dependent inhibitor, repressor of (P58 repressor) pseudogene
50853	VILL	villin-like
3382	ICA1	islet cell autoantigen 1, 69kDa
100128043	LOC100128043	Fas associated factor family member 2 pseudogene
2104	ESRRG	estrogen-related receptor gamma
56000	NXF3	nuclear RNA export factor 3
100128834	LOC100128834	CDC-like kinase 3 pseudogene
1491	CTH	cystathionase (cystathionine gamma-lyase)
123041	SLC24A4	solute carrier family 24 (sodium/potassium/calcium exchanger), member 4
960	CD44	CD44 molecule (Indian blood group)
8910	SGCE	sarcoglycan, epsilon
284836	NCRNA00319	non-protein coding RNA 319
392221	CHCHD2P10	coiled-coil-helix-coiled-coil-helix domain containing 2 pseudogene 10
57575	PCDH10	protocadherin 10
25833	POU2F3	POU class 2 homeobox 3
100130353	LOC100130353	hippocampus abundant transcript-like 1 pseudogene
285313	IGSF10	immunoglobulin superfamily, member 10
100130666	[No Symbol]	[No Name]
5132	PDC	phosducin
642487	LOC642487	H1 histone family, member O, oocyte-specific pseudogene
386653	IL31	interleukin 31
169026	SLC30A8	solute carrier family 30 (zinc transporter), member 8
284680	C1orf111	chromosome 1 open reading frame 111
10926	DBF4	DBF4 homolog (S. cerevisiae)
51455	REV1	REV1 homolog (S. cerevisiae)
221301	FAM26D	family with sequence similarity 26, member D
388591	RNF207	ring finger protein 207
55770	EXOC2	exocyst complex component 2
9265	CYTH3	cytohesin 3
284325	C19orf54	chromosome 19 open reading frame 54
79906	MORN1	MORN repeat containing 1
1179	CLCA1	chloride channel accessory 1
11211	FZD10	frizzled family receptor 10
83729	INHBE	inhibin, beta E
63976	PRDM16	PR domain containing 16
5307	PITX1	paired-like homeodomain 1
9369	NRXN3	neurexin 3
59351	PBOV1	prostate and breast cancer overexpressed 1
9626	GUCA1C	guanylate cyclase activator 1C
51555	PEX5L	peroxisomal biogenesis factor 5-like
140836	BANF2	barrier to autointegration factor 2
387893	SETD8	SET domain containing (lysine methyltransferase) 8
100130405	HMGB3P26	high mobility group box 3 pseudogene 26
83594	NUDT12	nudix (nucleoside diphosphate linked moiety X)-type motif 12
643718	[No Symbol]	[No Name]
6792	CDKL5	cyclin-dependent kinase-like 5
84536	C21orf67	chromosome 21 open reading frame 67
255101	CCDC108	coiled-coil domain containing 108
7005	TEAD3	TEA domain family member 3
100128995	[No Symbol]	[No Name]
136853	SRCRB4D	scavenger receptor cysteine rich domain containing, group B (4 domains)
9931	HELZ	helicase with zinc finger
286023	FLJ40288	hypothetical FLJ40288
474345	GIMAP3P	GTPase, IMAP family member 3 pseudogene
642818	ST13P21	suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein) pseudogene 21
387103	CENPW	centromere protein W
56907	SPIRE1	spire homolog 1 (Drosophila)
286046	XKR6	XK, Kell blood group complex subunit-related family, member 6
10205	MPZL2	myelin protein zero-like 2
642614	LOC642614	chromosome 2 open reading frame 69 pseudogene
83869	TTTY14	testis-specific transcript, Y-linked 14 (non-protein coding)
339768	ESPNL	espin-like
255762	PDZD9	PDZ domain containing 9
23194	FBXL7	F-box and leucine-rich repeat protein 7
27112	FAM155B	family with sequence similarity 155, member B
1144	CHRND	cholinergic receptor, nicotinic, delta
3679	ITGA7	integrin, alpha 7
113675	SDSL	serine dehydratase-like
58155	PTBP2	polypyrimidine tract binding protein 2
148979	GLIS1	GLIS family zinc finger 1
152877	FAM53A	family with sequence similarity 53, member A
1294	COL7A1	collagen, type VII, alpha 1
100129405	MSTO2P	misato homolog 2 pseudogene
339766	HEATR7B1	HEAT repeat containing 7B1
4782	NFIC	nuclear factor I/C (CCAAT-binding transcription factor)
3161	HMMR	hyaluronan-mediated motility receptor (RHAMM)
317775	CHORDC2P	cysteine and histidine-rich domain (CHORD) containing 2 pseudogene
391657	LOC391657	dipeptidyl-peptidase 3 pseudogene
26508	HEYL	hairy/enhancer-of-split related with YRPW motif-like
145837	LOC145837	hypothetical LOC145837
100128705	AK4P4	adenylate kinase 4 pseudogene 4
2819	GPD1	glycerol-3-phosphate dehydrogenase 1 (soluble)
23247	KIAA0556	KIAA0556
83447	SLC25A31	solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 31
100126531	TRNAG-GCC	transfer RNA glycine (anticodon GCC)
100130090	LOC100130090	chromosome 10 open reading frame 78 pseudogene
25943	C20orf194	chromosome 20 open reading frame 194
100133019	[No Symbol]	[No Name]
2779	GNAT1	guanine nucleotide binding protein (G protein), alpha transducing activity polypeptide 1
100128434	[No Symbol]	[No Name]
83543	AIF1L	allograft inflammatory factor 1-like
1286	COL4A4	collagen, type IV, alpha 4
374407	DNAJB13	DnaJ (Hsp40) homolog, subfamily B, member 13
54959	ODAM	odontogenic, ameloblast asssociated
80108	ZFP2	zinc finger protein 2 homolog (mouse)
400682	LOC400682	zinc finger protein 100-like
100131656	LOC100131656	syndecan binding protein (syntenin) pseudogene
80705	TSGA10	testis specific, 10
116085	SLC22A12	solute carrier family 22 (organic anion/urate transporter), member 12
5446	PON3	paraoxonase 3
29942	PURG	purine-rich element binding protein G
646813	LOC646813	DEAH (Asp-Glu-Ala-His) box polypeptide 9 pseudogene
389610	XKR5	XK, Kell blood group complex subunit-related family, member 5
645840	TXNRD3NB	thioredoxin reductase 3 neighbor
406984	MIR200B	microRNA 200b
440706	[No Symbol]	[No Name]
55930	MYO5C	myosin VC
79776	ZFHX4	zinc finger homeobox 4
100128725	LOC100128725	apolipoprotein O pseudogene
5671	PSG3	pregnancy specific beta-1-glycoprotein 3
89872	AQP10	aquaporin 10
460	ASTN1	astrotactin 1
28337	IGHVIV-44-1	immunoglobulin heavy variable (IV)-44-1 (pseudogene)
1571	CYP2E1	cytochrome P450, family 2, subfamily E, polypeptide 1
368	ABCC6	ATP-binding cassette, sub-family C (CFTR/MRP), member 6
260429	PRSS33	protease, serine, 33
100131818	LOC100131818	similar to hCG1644435
116369	SLC26A8	solute carrier family 26, member 8
91807	MYLK3	myosin light chain kinase 3
134548	ANKRD43	ankyrin repeat domain 43
23349	KIAA1045	KIAA1045
392255	GDF6	growth differentiation factor 6
5048	PAFAH1B1	platelet-activating factor acetylhydrolase 1b, regulatory subunit 1 (45kDa)
4828	NMB	neuromedin B
375057	C1orf95	chromosome 1 open reading frame 95
727827	[No Symbol]	[No Name]
51144	HSD17B12	hydroxysteroid (17-beta) dehydrogenase 12
83468	GLT8D2	glycosyltransferase 8 domain containing 2
100128596	LOC100128596	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9-like
11216	AKAP10	A kinase (PRKA) anchor protein 10
9721	GPRIN2	G protein regulated inducer of neurite outgrowth 2
100130601	[No Symbol]	[No Name]
9499	MYOT	myotilin
26689	OR4D1	olfactory receptor, family 4, subfamily D, member 1
6396	SEC13	SEC13 homolog (S. cerevisiae)
6195	RPS6KA1	ribosomal protein S6 kinase, 90kDa, polypeptide 1
27445	PCLO	piccolo (presynaptic cytomatrix protein)
645634	ANO7L1	anoctamin 7-like 1
7444	VRK2	vaccinia related kinase 2
2199	FBLN2	fibulin 2
138046	RALYL	RALY RNA binding protein-like
80746	TSEN2	tRNA splicing endonuclease 2 homolog (S. cerevisiae)
659	BMPR2	bone morphogenetic protein receptor, type II (serine/threonine kinase)
83417	FCRL4	Fc receptor-like 4
150372	NFAM1	NFAT activating protein with ITAM motif 1
127733	UBXN10	UBX domain protein 10
644325	LOC644325	disintegrin and metalloprotease domain protein pseudogene
220929	ZNF438	zinc finger protein 438
28232	SLCO3A1	solute carrier organic anion transporter family, member 3A1
63978	PRDM14	PR domain containing 14
10490	VTI1B	vesicle transport through interaction with t-SNAREs homolog 1B (yeast)
843	CASP10	caspase 10, apoptosis-related cysteine peptidase
832	CAPZB	capping protein (actin filament) muscle Z-line, beta
100132328	[No Symbol]	[No Name]
151176	FAM132B	family with sequence similarity 132, member B
63923	TNN	tenascin N
80125	CCDC33	coiled-coil domain containing 33
100130138	[No Symbol]	[No Name]
55504	TNFRSF19	tumor necrosis factor receptor superfamily, member 19
54454	ATAD2B	ATPase family, AAA domain containing 2B
6204	RPS10	ribosomal protein S10
25806	VAX2	ventral anterior homeobox 2
644237	GAPDHP33	glyceraldehyde 3 phosphate dehydrogenase pseudogene 33
6002	RGS12	regulator of G-protein signaling 12
387715	ARMS2	age-related maculopathy susceptibility 2
727894	[No Symbol]	[No Name]
100133058	[No Symbol]	[No Name]
57628	DPP10	dipeptidyl-peptidase 10 (non-functional)
129656	LOC129656	CREB regulated transcription coactivator 1 pseudogene
25979	DHRS7B	dehydrogenase/reductase (SDR family) member 7B
9487	PIGL	phosphatidylinositol glycan anchor biosynthesis, class L
